job,output_level,num_output_files,total_output_size_bytes,num_input_records,num_output_records,num_subcompactions,input_summary,compaction_desc,compaction_reason,input_data_size_bytes,wall_us,cpu_us,write_io_us,read_io_us,file_write_nanos,file_fsync_nanos,file_range_sync_nanos,file_prepare_write_nanos,has_io_stats,pattern,wall_ms,cpu_ms,read_io_ms,write_io_ms,label,sst_size_mb,input_data_mb,requested_input_sst_count,value_size,requested_subcompactions,repeat_index
3,1,63,277386593,986843,984468,32,38@L0,38@L0 → 63@L1,LevelL0FilesNum,278410014,648935,1602626,303289.884,0.0,298578979,0,0,4710905,True,L0->L1,648.935,1602.626,0.0,303.28988400000003,"sst=8MB, input=32sst (256MB), value=256B, sub=32",8,256,32,256,32,1
3,1,63,277386593,986843,984468,32,38@L0,38@L0 → 63@L1,LevelL0FilesNum,278410014,596976,1346397,360573.021,0.0,356806519,0,0,3766502,True,L0->L1,596.976,1346.397,0.0,360.573021,"sst=8MB, input=32sst (256MB), value=256B, sub=32",8,256,32,256,32,2
3,1,63,277386593,986843,984468,32,38@L0,38@L0 → 63@L1,LevelL0FilesNum,278410014,580094,1365117,375407.08,0.0,372200277,0,0,3206803,True,L0->L1,580.094,1365.117,0.0,375.40708,"sst=8MB, input=32sst (256MB), value=256B, sub=32",8,256,32,256,32,3
3,1,63,277386593,986843,984468,32,38@L0,38@L0 → 63@L1,LevelL0FilesNum,278410014,580797,1422603,262337.668,0.0,258634250,0,0,3703418,True,L0->L1,580.797,1422.603,0.0,262.337668,"sst=8MB, input=32sst (256MB), value=256B, sub=32",8,256,32,256,32,4
3,1,63,277386593,986843,984468,32,38@L0,38@L0 → 63@L1,LevelL0FilesNum,278410014,638009,1183413,266371.289,0.0,263155325,0,0,3215964,True,L0->L1,638.009,1183.413,0.0,266.371289,"sst=8MB, input=32sst (256MB), value=256B, sub=32",8,256,32,256,32,5
3,1,35,277351238,986843,984468,4,38@L0,38@L0 → 35@L1,LevelL0FilesNum,278410014,204806,348756,62653.849,0.0,61970620,0,0,683229,True,L0->L1,204.806,348.756,0.0,62.653849,"sst=8MB, input=32sst (256MB), value=256B, sub=4",8,256,32,256,4,1
3,1,35,277351238,986843,984468,4,38@L0,38@L0 → 35@L1,LevelL0FilesNum,278410014,206692,363490,63878.328,0.0,63120149,0,0,758179,True,L0->L1,206.692,363.49,0.0,63.878328,"sst=8MB, input=32sst (256MB), value=256B, sub=4",8,256,32,256,4,2
3,1,35,277351238,986843,984468,4,38@L0,38@L0 → 35@L1,LevelL0FilesNum,278410014,208944,367422,62911.713,0.0,62117235,0,0,794478,True,L0->L1,208.944,367.422,0.0,62.911713000000006,"sst=8MB, input=32sst (256MB), value=256B, sub=4",8,256,32,256,4,3
3,1,35,277351238,986843,984468,4,38@L0,38@L0 → 35@L1,LevelL0FilesNum,278410014,206373,362972,56540.941,0.0,55822520,0,0,718421,True,L0->L1,206.373,362.972,0.0,56.540941,"sst=8MB, input=32sst (256MB), value=256B, sub=4",8,256,32,256,4,4
3,1,35,277351238,986843,984468,4,38@L0,38@L0 → 35@L1,LevelL0FilesNum,278410014,207513,361837,66457.024,0.0,65719840,0,0,737184,True,L0->L1,207.513,361.837,0.0,66.457024,"sst=8MB, input=32sst (256MB), value=256B, sub=4",8,256,32,256,4,5
3,1,39,277356093,986843,984468,8,38@L0,38@L0 → 39@L1,LevelL0FilesNum,278410014,250955,761265,105626.728,0.0,104046166,0,0,1580562,True,L0->L1,250.955,761.265,0.0,105.626728,"sst=8MB, input=32sst (256MB), value=256B, sub=8",8,256,32,256,8,1
3,1,39,277356093,986843,984468,8,38@L0,38@L0 → 39@L1,LevelL0FilesNum,278410014,265911,782434,106766.816,0.0,105180174,0,0,1586642,True,L0->L1,265.911,782.434,0.0,106.766816,"sst=8MB, input=32sst (256MB), value=256B, sub=8",8,256,32,256,8,2
