secs_elapsed,device,rps,wps,rkib_per_sec,wkib_per_sec,util_pct,avg_queue_depth,read_await_ms,write_await_ms,ios_in_progress,sst_size_mb,input_data_mb,requested_input_sst_count,value_size,requested_subcompactions,repeat_index
0.204,nvme1n1,15890.8733,10312.3715,1934782.579,1260270.0048,53.0351,16.1953,0.8325,0.2867,0,8,256,32,128,8,4
0.305,nvme1n1,386.259,20026.0426,1545.0359,2297626.8862,48.53,3.6843,0.3077,0.1746,0,8,256,32,128,8,4
0.101,nvme1n1,37528.3179,16620.8177,4523288.5539,2039190.7569,82.3599,56.8779,1.3622,0.3469,0,8,256,32,128,8,5
0.202,nvme1n1,10689.8583,12815.9633,1290229.3064,1573199.0519,42.5221,17.4835,1.3395,0.2461,0,8,256,32,128,8,5
0.101,nvme1n1,6532.3441,9688.9799,772250.5307,1187691.6816,36.844,3.5749,0.3155,0.1562,0,8,256,32,256,1,1
0.201,nvme1n1,6498.5597,10300.1674,761162.4655,1234626.826,34.8315,3.4632,0.2894,0.1517,0,8,256,32,256,1,1
0.302,nvme1n1,1947.8284,7344.1082,226221.39,882366.2784,25.8385,1.5901,0.3214,0.1286,0,8,256,32,256,1,1
0.402,nvme1n1,4489.2908,9018.3979,535101.5604,1094232.2737,35.8347,2.6577,0.2949,0.1468,0,8,256,32,256,1,1
0.503,nvme1n1,3768.2361,7596.1277,415032.9275,935039.5668,28.8335,1.7996,0.2533,0.1086,0,8,256,32,256,1,1
0.101,nvme1n1,6419.7218,9843.5735,769570.3752,1164865.9911,38.8169,4.1902,0.4078,0.1587,0,8,256,32,256,1,2
0.201,nvme1n1,6361.2623,10545.7802,760215.576,1240525.6701,35.7821,3.6677,0.3203,0.1536,0,8,256,32,256,1,2
0.302,nvme1n1,1848.885,7773.269,212094.9383,882653.7066,22.8626,1.67,0.3387,0.1317,0,8,256,32,256,1,2
0.403,nvme1n1,4615.8186,9559.9175,548959.113,1095859.0138,27.8541,2.9346,0.3254,0.1478,0,8,256,32,256,1,2
0.503,nvme1n1,3801.164,8318.7777,415371.6962,956102.1981,22.8866,1.9205,0.2618,0.11,0,8,256,32,256,1,2
0.101,nvme1n1,6437.4092,9740.6856,770036.5207,1196144.2566,30.8438,3.6117,0.3199,0.1593,0,8,256,32,256,1,3
0.201,nvme1n1,6460.488,10336.7809,760195.6888,1239777.5946,35.7812,3.4588,0.2892,0.1529,0,8,256,32,256,1,3
0.302,nvme1n1,2615.1193,7865.2447,308539.331,946494.2019,23.8642,1.8892,0.3042,0.1365,0,8,256,32,256,1,3
0.403,nvme1n1,3799.652,8514.4033,452486.8245,1032033.2145,21.8828,2.7453,0.4005,0.1414,0,8,256,32,256,1,3
0.503,nvme1n1,3779.3687,7896.8914,415203.4335,966802.2939,28.8426,1.6808,0.2237,0.1045,0,8,256,32,256,1,3
0.101,nvme1n1,6543.7756,9452.1203,772036.0424,1157561.0394,39.8403,3.9243,0.3699,0.1591,0,8,256,32,256,1,4
0.201,nvme1n1,6407.0396,10207.4885,760930.4617,1221595.6113,33.826,3.5617,0.3075,0.155,0,8,256,32,256,1,4
0.302,nvme1n1,1432.3813,7241.4831,164763.6338,867346.6439,20.8889,1.3429,0.2986,0.1236,0,8,256,32,256,1,4
0.402,nvme1n1,5041.5905,9158.3922,596165.5891,1099842.3554,29.8319,3.0826,0.3294,0.1531,0,8,256,32,256,1,4
0.503,nvme1n1,3831.2189,7821.6572,415433.491,926856.4293,21.8927,1.8111,0.2468,0.1107,0,8,256,32,256,1,4
0.101,nvme1n1,6439.202,10022.0656,769867.807,1185131.6458,39.8096,3.971,0.3694,0.1579,0,8,256,32,256,1,5
0.201,nvme1n1,6404.102,10371.8608,760581.5827,1220876.4138,41.7659,3.56,0.3028,0.1553,0,8,256,32,256,1,5
0.302,nvme1n1,1789.0927,7742.7958,205715.8472,882579.3287,21.8667,1.5804,0.2944,0.1322,0,8,256,32,256,1,5
0.402,nvme1n1,4657.6884,9106.3779,555533.8374,1064500.7434,29.857,3.6525,0.4957,0.1475,0,8,256,32,256,1,5
0.503,nvme1n1,3807.6382,7953.2913,415032.5635,936181.9159,28.8307,1.7696,0.2324,0.11,0,8,256,32,256,1,5
0.102,nvme1n1,44119.7762,11246.7973,5284984.38,1372720.3993,72.9415,83.4589,1.7223,0.6652,0,8,256,32,256,16,1
0.21,nvme1n1,35182.7182,9135.8439,4235708.6245,1108371.3247,64.7932,50.7886,1.3381,0.4053,0,8,256,32,256,16,1
0.312,nvme1n1,3190.1499,22537.1817,295265.5467,2608109.4668,53.0056,13.6048,0.48,0.5327,0,8,256,32,256,16,1
0.102,nvme1n1,45510.2283,11202.2138,5413805.6774,1352958.7294,73.1009,106.4408,2.1637,0.7116,0,8,256,32,256,16,2
0.205,nvme1n1,40079.5939,9867.2374,4816457.3654,1194148.9647,73.665,64.4569,1.4917,0.4735,0,8,256,32,256,16,2
0.307,nvme1n1,1976.5646,22892.7479,170043.5551,2683997.683,52.1184,6.9819,0.4726,0.2607,0,8,256,32,256,16,2
0.103,nvme1n1,44662.4587,10898.7758,5312462.8597,1314825.1817,78.338,97.2273,1.9632,0.876,0,8,256,32,256,16,3
0.207,nvme1n1,39163.3142,9899.0544,4716553.0843,1212283.0276,66.3785,49.1393,1.1299,0.4937,0,8,256,32,256,16,3
0.308,nvme1n1,3763.0021,23238.0154,359947.8944,2689738.7159,55.1644,10.6881,0.5183,0.3722,0,8,256,32,256,16,3
0.102,nvme1n1,44165.2338,11063.5144,5258929.5638,1339070.1488,71.0591,88.9029,1.8181,0.777,0,8,256,32,256,16,4
0.207,nvme1n1,40428.5321,9763.223,4852121.2277,1184273.2207,68.782,60.404,1.3353,0.6575,0,8,256,32,256,16,4
0.308,nvme1n1,2616.6127,23095.3099,232602.0582,2693985.4462,53.3197,13.715,0.5057,0.5331,0,8,256,32,256,16,4
0.102,nvme1n1,45137.3924,11005.2649,5380117.3533,1329009.2193,86.9357,101.1911,2.0018,0.9838,0,8,256,32,256,16,5
0.208,nvme1n1,38190.7158,9228.4842,4576267.2957,1127771.4614,64.7778,60.2809,1.4285,0.6205,0,8,256,32,256,16,5
0.31,nvme1n1,1314.9772,22796.21,91842.3287,2665360.7439,51.029,11.9624,0.5224,0.4916,0,8,256,32,256,16,5
0.101,nvme1n1,12454.2495,17700.7639,1491359.0505,2158497.6579,53.7594,9.8957,0.5436,0.176,0,8,256,32,256,2,1
0.201,nvme1n1,10595.208,15823.2374,1217618.992,1923875.0806,51.6839,7.2358,0.47,0.1413,0,8,256,32,256,2,1
0.302,nvme1n1,1362.2035,10907.571,120082.7114,1241534.129,23.8634,1.8693,0.2847,0.1331,0,8,256,32,256,2,1
0.101,nvme1n1,11967.2641,17214.1428,1439845.0635,2107473.0407,44.8026,9.6176,0.5632,0.166,0,8,256,32,256,2,2
0.201,nvme1n1,9966.7671,15537.0162,1165306.0538,1895356.8234,52.7184,7.2115,0.502,0.1408,0,8,256,32,256,2,2
0.302,nvme1n1,1610.5673,11184.4952,165162.6835,1270956.3266,35.7904,2.0381,0.3333,0.1324,0,8,256,32,256,2,2
0.101,nvme1n1,11741.0866,17199.7491,1407441.6694,2118000.7194,51.6092,9.5973,0.5486,0.1829,0,8,256,32,256,2,3
0.202,nvme1n1,10427.0903,15531.8138,1222843.4398,1894208.5626,45.5072,7.2218,0.4858,0.1369,0,8,256,32,256,2,3
0.303,nvme1n1,1276.9038,10334.0123,108635.8094,1218661.1673,34.6447,1.7619,0.2713,0.1351,0,8,256,32,256,2,3
0.101,nvme1n1,11876.8502,17596.4389,1430031.4513,2166639.8675,47.7461,9.9372,0.572,0.1786,0,8,256,32,256,2,4
0.201,nvme1n1,10965.4305,15896.3947,1282070.5787,1939698.165,52.6897,7.5555,0.4859,0.1376,0,8,256,32,256,2,4
0.302,nvme1n1,815.259,9912.3564,55889.9813,1164508.0017,31.815,1.4416,0.2317,0.1254,0,8,256,32,256,2,4
0.101,nvme1n1,12325.6986,17801.5745,1491464.2945,2191385.7625,43.807,9.996,0.5549,0.1767,0,8,256,32,256,2,5
0.201,nvme1n1,10751.4428,16082.408,1262081.1382,1963744.5634,54.7021,7.161,0.4644,0.1336,0,8,256,32,256,2,5
0.302,nvme1n1,994.2854,10052.2251,76440.6596,1181966.6819,26.8457,1.5411,0.24,0.1256,0,8,256,32,256,2,5
0.103,nvme1n1,49765.2327,6383.9355,5878087.2011,765600.8333,80.5358,258.8342,5.0744,0.9877,0,8,256,32,256,32,1
0.205,nvme1n1,49814.6883,6538.0553,5997812.9566,789193.267,78.4175,165.0197,3.2139,0.7526,0,8,256,32,256,32,1
0.309,nvme1n1,47873.8123,6833.6393,5789017.3584,817659.7954,79.5501,147.2443,2.9534,0.8569,0,8,256,32,256,32,1
0.41,nvme1n1,15188.5698,16077.946,1764344.5863,1959315.6222,52.3744,28.9344,1.4255,0.4499,0,8,256,32,256,32,1
0.514,nvme1n1,2323.6628,2255.8893,233494.2244,146778.0334,11.6183,3.989,1.3292,0.382,0,8,256,32,256,32,1
0.616,nvme1n1,4901.7173,4167.9273,516813.2035,462737.771,39.1355,4.2853,0.6547,0.2512,0,8,256,32,256,32,1
0.103,nvme1n1,50070.5058,6663.0027,5930846.5174,805831.3895,75.4487,243.9933,4.7131,1.2,0,8,256,32,256,32,2
0.206,nvme1n1,49430.3137,6305.6838,5896487.8472,754651.74,73.2084,208.3218,4.0776,1.0728,0,8,256,32,256,32,2
0.308,nvme1n1,49218.3697,6356.7238,5872780.4629,760704.1704,73.0098,184.9972,3.5981,1.2435,0,8,256,32,256,32,2
0.412,nvme1n1,23357.1813,10235.0608,2803817.6662,1279189.4883,55.0376,105.4984,4.291,0.516,0,8,256,32,256,32,2
0.514,nvme1n1,2192.0148,15706.1775,156024.4821,1670706.7098,32.2931,12.5649,0.6473,0.7028,0,8,256,32,256,32,2
0.615,nvme1n1,621.624,59.2023,14603.2305,592.0229,4.9335,0.0691,0.0952,0.1667,0,8,256,32,256,32,2
0.104,nvme1n1,49837.3152,6368.4836,5928935.3694,762331.0722,76.6577,216.1353,4.1877,1.1682,0,8,256,32,256,32,3
0.207,nvme1n1,50009.2968,6895.4865,5963433.5757,820378.1018,80.7229,171.8717,3.3557,0.5867,0,8,256,32,256,32,3
0.309,nvme1n1,49093.9407,6562.7362,5877134.7698,778336.6219,74.9749,148.1387,2.905,0.8412,0,8,256,32,256,32,3
0.411,nvme1n1,18559.3244,16604.6721,2161884.8716,1997654.595,63.1807,57.4944,2.4186,0.7545,0,8,256,32,256,32,3
0.513,nvme1n1,3888.7465,4347.9703,383691.2812,410174.8172,21.4956,9.0672,1.0276,1.1573,0,8,256,32,256,32,3
0.104,nvme1n1,48860.981,6242.9181,5782309.5821,753324.9989,77.3117,198.5074,3.9181,1.1316,0,8,256,32,256,32,4
0.207,nvme1n1,50395.6193,6360.6121,5980423.68,769066.5074,80.2416,171.3647,3.2641,1.08,0,8,256,32,256,32,4
0.309,nvme1n1,48410.7238,6695.8259,5812215.6698,812777.7488,78.9464,108.2248,2.0976,0.9971,0,8,256,32,256,32,4
0.411,nvme1n1,20850.7163,15576.4217,2454878.557,1921341.7522,65.0661,68.1912,2.8983,0.4949,0,8,256,32,256,32,4
0.513,nvme1n1,4454.8656,5082.8643,447664.9307,461579.0263,19.625,9.2237,1.2841,0.6757,0,8,256,32,256,32,4
0.102,nvme1n1,50966.2675,6474.2532,6018774.2504,782034.6075,80.805,236.9754,4.5108,1.0944,0,8,256,32,256,32,5
0.204,nvme1n1,49447.9465,6288.9154,5884413.5612,753492.5188,76.5266,192.0915,3.77,0.9002,0,8,256,32,256,32,5
0.308,nvme1n1,49648.321,6339.1131,5934048.622,758138.572,75.4887,190.8315,3.7135,1.0214,0,8,256,32,256,32,5
0.41,nvme1n1,22026.8048,16858.4494,2604042.0089,2062595.4914,63.7463,66.0804,2.4167,0.7603,0,8,256,32,256,32,5
0.514,nvme1n1,962.6005,5457.9449,67353.1581,497779.9785,13.4764,1.3765,0.49,0.157,0,8,256,32,256,32,5
0.615,nvme1n1,1057.6743,1235.6008,97548.2102,143487.8472,8.8963,0.6326,0.3925,0.16,0,8,256,32,256,32,5
0.101,nvme1n1,24483.169,24234.3563,2939662.2551,2990330.4719,79.6201,32.3058,1.024,0.2982,0,8,256,32,256,4,1
0.201,nvme1n1,318.2663,20309.3668,1273.0651,2391810.8495,44.7562,2.9639,0.2812,0.1371,0,8,256,32,256,4,1
0.101,nvme1n1,23980.6798,23502.858,2879851.6778,2910531.8168,69.6823,26.5191,0.8618,0.2486,0,8,256,32,256,4,2
0.201,nvme1n1,318.1554,20212.8094,1272.6215,2389744.643,46.7291,2.5552,0.2812,0.1195,0,8,256,32,256,4,2
0.101,nvme1n1,22841.3972,22692.107,2742774.0693,2805222.1505,71.6593,27.2305,0.942,0.2518,0,8,256,32,256,4,3
0.201,nvme1n1,308.4116,19977.1159,1233.6466,2368641.2606,39.7951,2.6464,0.2258,0.1265,0,8,256,32,256,4,3
0.101,nvme1n1,23733.7148,22907.7616,2854290.1769,2851309.7796,74.6343,28.9183,0.9354,0.2932,0,8,256,32,256,4,4
0.201,nvme1n1,348.0623,20605.2897,1392.2493,2420206.637,45.7453,2.506,0.2286,0.1149,0,8,256,32,256,4,4
0.101,nvme1n1,24268.1066,23660.9062,2916841.2617,2924237.1613,77.642,29.9917,0.9549,0.2878,0,8,256,32,256,4,5
0.201,nvme1n1,328.3137,21240.9044,1313.255,2404569.8646,52.7292,3.313,0.2424,0.1489,0,8,256,32,256,4,5
0.101,nvme1n1,36741.4404,17400.7145,4380540.7987,2151908.1586,72.2555,51.4796,1.2066,0.4113,0,8,256,32,256,8,1
0.203,nvme1n1,8305.4442,17817.1553,978930.0769,2151426.4403,51.4147,11.4398,0.8738,0.2331,0,8,256,32,256,8,1
0.102,nvme1n1,34095.1429,16060.4509,4083036.4995,1990666.7359,78.9696,45.8715,1.088,0.5458,0,8,256,32,256,8,2
0.203,nvme1n1,11094.6492,15203.4136,1319105.5131,1845889.5088,54.1923,15.568,1.0133,0.2832,0,8,256,32,256,8,2
0.101,nvme1n1,37308.2512,17478.633,4460905.2431,2171239.0404,74.3983,53.9834,1.2824,0.3513,0,8,256,32,256,8,3
0.202,nvme1n1,8489.4647,24258.447,989726.7857,2872255.6627,61.4891,18.6451,1.4241,0.2678,0,8,256,32,256,8,3
0.101,nvme1n1,37273.1469,17303.6199,4451366.1346,2143825.3499,82.2566,46.4007,1.0856,0.3431,0,8,256,32,256,8,4
0.203,nvme1n1,8506.3428,23360.4083,991102.2866,2774861.6695,54.2119,15.9087,1.1924,0.2456,0,8,256,32,256,8,4
0.102,nvme1n1,32622.5189,15396.3335,3897215.3758,1905249.5467,69.8492,43.4442,1.155,0.3744,0,8,256,32,256,8,5
0.204,nvme1n1,12877.5943,17091.544,1528180.4837,2081985.7986,52.0604,11.8855,0.6415,0.2103,0,8,256,32,256,8,5
0.101,nvme1n1,10451.0703,10331.6295,1210219.0087,1248713.7843,57.7297,5.982,0.401,0.1724,0,8,256,32,32,1,1
0.201,nvme1n1,19.9004,1731.3359,79.6017,211342.3835,5.9701,0.199,0.5,0.1092,0,8,256,32,32,1,1
0.302,nvme1n1,19.888,1730.2536,79.5519,209141.9203,4.972,0.2088,0.5,0.1149,0,8,256,32,32,1,1
0.402,nvme1n1,29.852,1721.4657,119.408,201839.3712,3.9803,0.199,0.3333,0.104,0,8,256,32,32,1,1
0.503,nvme1n1,19.9024,1721.5616,79.6098,208020.3715,3.9805,0.199,0.5,0.1098,0,8,256,32,32,1,1
0.603,nvme1n1,29.8585,1652.1724,119.4342,192965.7764,4.9764,0.209,0.3333,0.1084,0,8,256,32,32,1,1
0.704,nvme1n1,5421.698,6515.9857,661830.1606,787131.0735,26.8598,3.0143,0.3541,0.1695,0,8,256,32,32,1,1
0.805,nvme1n1,3900.7817,5062.0832,474689.4054,607251.4679,20.8439,2.541,0.4326,0.1667,0,8,256,32,32,1,1
0.905,nvme1n1,188.4588,1894.5068,20700.7104,229007.1884,7.9351,0.3769,0.7895,0.1152,0,8,256,32,32,1,1
1.006,nvme1n1,29.8539,1721.5736,119.4155,202130.6553,6.9659,0.199,0.6667,0.104,0,8,256,32,32,1,1
1.106,nvme1n1,19.897,1651.45,79.588,199129.0512,3.9794,0.189,0.0,0.1145,0,8,256,32,32,1,1
1.207,nvme1n1,29.872,1722.6211,119.4882,202014.6682,4.9787,0.2091,0.6667,0.104,0,8,256,32,32,1,1
1.307,nvme1n1,497.7284,2150.1866,55949.6464,259774.3923,6.9682,0.3783,0.26,0.1157,0,8,256,32,32,1,1
1.408,nvme1n1,6100.9852,6011.4112,711799.8507,731600.6827,27.8675,2.4583,0.2871,0.1175,0,8,256,32,32,1,1
1.508,nvme1n1,29.8424,1720.9145,119.3698,201933.9021,8.9527,0.2188,0.3333,0.1098,0,8,256,32,32,1,1
1.609,nvme1n1,19.8974,1731.0772,79.5898,209321.065,4.9744,0.189,0.5,0.1034,0,8,256,32,32,1,1
1.709,nvme1n1,766.0461,1681.3219,71321.8743,189462.0971,9.9487,0.3084,0.1299,0.1124,0,8,256,32,32,1,1
0.101,nvme1n1,10385.7809,10465.4417,1210675.3559,1269475.007,50.7838,5.4468,0.35,0.1722,0,8,256,32,32,1,2
0.201,nvme1n1,19.8813,1729.6733,79.5252,211218.9615,3.9763,0.1889,0.5,0.1034,0,8,256,32,32,1,2
0.302,nvme1n1,29.822,1719.7362,119.2881,201636.5885,3.9763,0.2088,0.3333,0.1098,0,8,256,32,32,1,2
0.402,nvme1n1,19.9012,1731.4061,79.6049,209241.4218,5.9704,0.199,0.5,0.1092,0,8,256,32,32,1,2
0.503,nvme1n1,29.867,1722.3314,119.4681,201940.8644,2.9867,0.1991,0.3333,0.1098,0,8,256,32,32,1,2
0.603,nvme1n1,19.914,1652.8628,79.656,199219.7571,3.9828,0.1991,0.5,0.1084,0,8,256,32,32,1,2
0.704,nvme1n1,6507.1708,7541.9503,794969.3162,909571.1408,38.8042,3.7909,0.3807,0.1741,0,8,256,32,32,1,2
0.804,nvme1n1,2824.9316,4048.4056,342721.9008,486286.1206,17.9045,1.6114,0.3415,0.1597,0,8,256,32,32,1,2
0.905,nvme1n1,199.0213,1890.702,20807.6735,222465.9724,4.9755,0.2985,0.35,0.1158,0,8,256,32,32,1,2
1.005,nvme1n1,19.8986,1651.5874,79.5946,199105.8226,4.9747,0.189,0.0,0.1084,0,8,256,32,32,1,2
1.106,nvme1n1,19.9117,1732.3211,79.6469,209471.4737,2.9868,0.1991,0.5,0.1092,0,8,256,32,32,1,2
1.206,nvme1n1,29.8583,1701.9221,119.4331,199453.3247,11.9433,0.219,0.3333,0.1111,0,8,256,32,32,1,2
1.307,nvme1n1,1333.1084,2606.5254,153561.1533,314374.8142,7.9589,0.6666,0.2761,0.1145,0,8,256,32,32,1,2
1.407,nvme1n1,5269.6485,5637.5296,613541.193,681315.8321,27.8397,2.0383,0.2623,0.1146,0,8,256,32,32,1,2
1.508,nvme1n1,19.8972,1651.4679,79.5888,199171.0069,5.9692,0.189,0.5,0.1084,0,8,256,32,32,1,2
1.608,nvme1n1,19.91,1732.1724,79.6401,209453.486,5.973,0.1991,0.5,0.1092,0,8,256,32,32,1,2
1.709,nvme1n1,766.2258,1522.5007,71338.6103,169206.5461,10.9461,0.2786,0.1299,0.1111,0,8,256,32,32,1,2
0.101,nvme1n1,10286.6992,10495.8189,1209389.1971,1277781.3073,45.8072,5.3674,0.3456,0.1717,0,8,256,32,32,1,3
0.201,nvme1n1,19.9076,1652.3321,79.6305,201305.8042,4.9769,0.1891,0.5,0.1145,0,8,256,32,32,1,3
0.302,nvme1n1,29.8181,1719.5131,119.2726,201610.4304,3.9758,0.2087,0.3333,0.1098,0,8,256,32,32,1,3
0.402,nvme1n1,19.8966,1731.0061,79.5865,209232.872,6.9638,0.199,0.5,0.1034,0,8,256,32,32,1,3
0.503,nvme1n1,29.852,1721.4668,119.4081,201759.8924,7.9605,0.2189,0.6667,0.1098,0,8,256,32,32,1,3
0.603,nvme1n1,19.9157,1653.0031,79.6628,199196.8356,2.9874,0.1892,0.0,0.1084,0,8,256,32,32,1,3
0.704,nvme1n1,6587.6382,7542.9453,805264.1399,909691.1423,34.8289,4.0003,0.4063,0.1755,0,8,256,32,32,1,3
0.804,nvme1n1,2746.1309,4049.548,332630.0751,486502.9509,16.9146,1.592,0.3442,0.1597,0,8,256,32,32,1,3
0.905,nvme1n1,199.0585,1891.0556,20811.5646,222587.1982,3.9812,0.2986,0.35,0.1158,0,8,256,32,32,1,3
1.005,nvme1n1,19.9018,1651.8475,79.6071,199176.9859,3.9804,0.1891,0.5,0.1084,0,8,256,32,32,1,3
1.106,nvme1n1,19.9079,1731.9863,79.6316,209351.3585,3.9816,0.1991,0.0,0.1092,0,8,256,32,32,1,3
1.206,nvme1n1,29.8499,1721.346,119.3997,201904.931,6.965,0.2089,0.6667,0.1098,0,8,256,32,32,1,3
1.307,nvme1n1,1522.545,2786.3568,176460.9695,336074.4317,13.9318,0.7662,0.2941,0.1143,0,8,256,32,32,1,3
1.407,nvme1n1,5083.3438,5441.4658,591005.8598,657631.4857,23.8748,1.9796,0.2622,0.1152,0,8,256,32,32,1,3
1.508,nvme1n1,19.9073,1652.3031,79.6291,199271.7365,3.9815,0.1891,0.5,0.1145,0,8,256,32,32,1,3
1.608,nvme1n1,29.8205,1799.1689,119.2819,211884.4472,4.9701,0.2187,0.3333,0.1105,0,8,256,32,32,1,3
1.709,nvme1n1,756.0232,1452.3604,71275.0845,166285.3193,11.9372,0.2686,0.1184,0.1096,0,8,256,32,32,1,3
0.101,nvme1n1,9949.4926,9999.2401,1147678.9456,1206236.6843,57.7071,5.8205,0.41,0.1731,0,8,256,32,32,1,4
0.201,nvme1n1,527.0484,1919.2516,62132.0407,233054.8184,8.9499,0.7259,0.9434,0.1192,0,8,256,32,32,1,4
0.302,nvme1n1,19.9006,1651.7529,79.6026,199085.9796,4.9752,0.209,0.5,0.1145,0,8,256,32,32,1,4
0.402,nvme1n1,29.8438,1800.5786,119.3754,211970.873,5.9688,0.2089,0.3333,0.105,0,8,256,32,32,1,4
0.503,nvme1n1,19.8985,1651.5728,79.5939,199064.2686,4.9746,0.189,0.5,0.1084,0,8,256,32,32,1,4
0.603,nvme1n1,19.8966,1711.1113,79.5866,206686.3245,5.969,0.199,0.5,0.1105,0,8,256,32,32,1,4
0.704,nvme1n1,3769.5004,5082.3606,458780.0212,608968.254,23.8702,2.1881,0.3562,0.1663,0,8,256,32,32,1,4
0.805,nvme1n1,5579.6696,6524.5335,678606.185,781750.5059,32.8216,3.0335,0.3405,0.1707,0,8,256,32,32,1,4
0.905,nvme1n1,19.9098,1662.468,79.6392,200531.4641,2.9865,0.1991,1.0,0.1078,0,8,256,32,32,1,4
1.006,nvme1n1,198.9014,1919.3983,20795.1389,230725.5964,5.967,0.2884,0.35,0.114,0,8,256,32,32,1,4
1.106,nvme1n1,19.9111,1692.4445,79.6444,199827.9182,5.9733,0.1991,0.0,0.1118,0,8,256,32,32,1,4
1.207,nvme1n1,19.8932,1651.1327,79.5727,199090.7988,3.9786,0.1989,0.5,0.1145,0,8,256,32,32,1,4
1.307,nvme1n1,29.8682,1722.3976,119.4727,202028.2835,3.9824,0.2091,0.3333,0.1098,0,8,256,32,32,1,4
1.408,nvme1n1,6573.8535,6504.2363,767092.1286,791607.3312,32.8195,2.5162,0.2663,0.1177,0,8,256,32,32,1,4
1.508,nvme1n1,29.857,1721.7521,119.4279,202032.177,1.9905,0.209,0.6667,0.1098,0,8,256,32,32,1,4
1.608,nvme1n1,19.9061,1731.8339,79.6245,209412.557,2.9859,0.209,0.0,0.1092,0,8,256,32,32,1,4
1.709,nvme1n1,39.7945,1661.4202,1840.4954,199808.1607,3.9794,0.189,0.5,0.1078,0,8,256,32,32,1,4
0.101,nvme1n1,10164.0448,10154.1287,1167050.499,1223215.5232,55.5304,5.9001,0.4088,0.1729,0,8,256,32,32,1,5
0.202,nvme1n1,337.8332,1738.8473,38870.6892,211761.7916,7.949,0.308,0.2941,0.1143,0,8,256,32,32,1,5
0.302,nvme1n1,19.8927,1730.6661,79.5709,209191.7764,2.9839,0.2089,0.5,0.1149,0,8,256,32,32,1,5
0.403,nvme1n1,29.854,1721.5808,119.416,201813.0575,4.9757,0.199,0.3333,0.104,0,8,256,32,32,1,5
0.503,nvme1n1,19.8976,1731.0943,79.5905,209243.5341,7.9591,0.2089,0.5,0.1149,0,8,256,32,32,1,5
0.604,nvme1n1,29.861,1712.0311,119.444,201900.2271,5.9722,0.209,0.3333,0.1047,0,8,256,32,32,1,5
0.704,nvme1n1,4067.574,5360.446,496234.0878,648186.3219,19.8903,2.3172,0.3521,0.167,0,8,256,32,32,1,5
0.805,nvme1n1,5264.12,6159.717,641406.6525,737454.4527,26.8679,3.0251,0.3705,0.1745,0,8,256,32,32,1,5
0.905,nvme1n1,19.8926,1651.0896,79.5706,199085.6027,8.9517,0.2288,1.0,0.1145,0,8,256,32,32,1,5
1.006,nvme1n1,189.0538,1820.8867,20766.0681,219700.4235,5.9701,0.2886,0.3684,0.1148,0,8,256,32,32,1,5
1.106,nvme1n1,29.8297,1720.1803,119.3189,201807.9711,4.9716,0.2088,0.3333,0.1098,0,8,256,32,32,1,5
1.207,nvme1n1,19.9063,1731.8458,79.6251,209413.9931,3.9813,0.1991,0.5,0.1092,0,8,256,32,32,1,5
1.307,nvme1n1,29.8448,1721.0493,119.3791,201909.9271,5.969,0.2089,0.3333,0.1098,0,8,256,32,32,1,5
1.408,nvme1n1,6575.3717,6426.1575,767269.2837,781484.4217,26.8586,2.5267,0.2678,0.1176,0,8,256,32,32,1,5
1.509,nvme1n1,19.8985,1651.5735,79.5939,199143.9516,3.9797,0.1791,0.5,0.1084,0,8,256,32,32,1,5
1.609,nvme1n1,29.8599,1721.9207,119.4396,202012.1489,7.9626,0.219,0.3333,0.1156,0,8,256,32,32,1,5
1.71,nvme1n1,39.7795,1740.3536,1839.8023,209916.4729,11.9339,0.2088,0.25,0.1086,0,8,256,32,32,1,5
0.102,nvme1n1,46475.7298,8942.1907,5540318.1193,1084026.1871,74.9291,90.467,1.8661,0.4179,0,8,256,32,32,16,1
0.204,nvme1n1,44645.6645,8799.0683,5370939.4541,1085290.6793,80.7977,67.6533,1.4224,0.4714,0,8,256,32,32,16,1
0.309,nvme1n1,33100.1766,6137.4036,3991345.463,741200.7399,64.6042,42.3823,1.2319,0.2616,0,8,256,32,32,16,1
0.412,nvme1n1,5567.7383,11223.2342,599082.7878,1371945.3155,45.829,3.4908,0.3152,0.1529,0,8,256,32,32,16,1
0.513,nvme1n1,315.5046,13921.6425,1262.0186,1584306.5781,30.5645,2.4254,0.3125,0.1636,0,8,256,32,32,16,1
0.102,nvme1n1,44519.4359,8842.6989,5283310.2519,1062545.0111,71.0574,80.0087,1.718,0.3984,0,8,256,32,32,16,2
0.203,nvme1n1,46036.4154,8681.0963,5504509.7456,1056315.0108,80.8002,81.5392,1.6807,0.4801,0,8,256,32,32,16,2
0.307,nvme1n1,32571.8641,6798.6997,3936688.884,834953.819,67.6969,23.162,0.6588,0.2504,0,8,256,32,32,16,2
0.408,nvme1n1,7764.2433,7734.7961,867784.2426,986284.6557,40.2445,3.9754,0.3679,0.1447,0,8,256,32,32,16,2
0.51,nvme1n1,286.1853,14891.504,1144.7412,1731085.5301,40.4607,2.773,0.3448,0.1743,0,8,256,32,32,16,2
0.102,nvme1n1,44814.2712,8641.2726,5322728.0057,1042831.9375,65.1055,84.2623,1.7918,0.4589,0,8,256,32,32,16,3
0.204,nvme1n1,45491.8929,8966.7742,5457897.7048,1091805.429,70.7128,73.3056,1.5246,0.4392,0,8,256,32,32,16,3
